City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,guerrero negro,27.9769,-114.0611,23.82,61,5,3.04,MX,1690387025
364,neiafu,-18.65,-173.9833,18.38,100,20,0.0,TO,1690387026
365,zhaoyuan,37.3592,120.3964,23.28,93,100,3.11,CN,1690387026
366,inari,68.906,27.0288,16.11,77,100,1.81,FI,1690387027
367,auki,-8.7676,160.7034,25.43,91,100,2.05,SB,1690387027
368,chiredzi,-21.05,31.6667,19.87,45,4,2.96,ZW,1690387027
369,colonia,50.9333,6.95,22.81,48,0,5.14,DE,1690387032
370,greymouth,-42.4667,171.2,9.81,89,98,7.99,NZ,1690387032
371,gokak,16.1667,74.8333,23.41,91,100,8.68,IN,1690387033
372,tromso,69.6496,18.957,19.01,55,20,5.14,NO,1690387033
373,washington,47.5001,-120.5015,18.6,47,9,1.27,US,1690386980
374,chontalpa,17.7,-93.5167,29.2,74,26,0.56,MX,1690387033
375,gazojak,41.1875,61.4036,39.85,13,83,6.32,TM,1690386943
376,kerikeri,-35.2268,173.9474,9.27,78,39,2.48,NZ,1690387034
377,arkalyk,50.2486,66.9114,18.84,73,46,6.84,KZ,1690387034
378,prineville,44.2999,-120.8345,18.9,58,0,0.0,US,1690387034
379,sangmelima,2.9333,11.9833,25.98,74,81,1.14,CM,1690387034
380,pinehurst,35.1954,-79.4695,33.92,52,0,2.06,US,1690387034
381,howard springs,-12.497,131.047,19.95,72,16,2.2,AU,1690387034
382,saint-paul,-21.0096,55.2707,23.06,94,4,0.45,RE,1690387035
383,west ilsley,51.5404,-1.3203,19.01,69,100,5.66,GB,1690387035
384,coxen hole,16.3244,-86.5366,30.6,74,40,3.09,HN,1690387035
385,as sulayyil,20.4607,45.5779,44.14,7,41,3.22,SA,1690387035
386,zelenoborskiy,66.845,32.3622,14.81,72,48,1.82,RU,1690387035
387,nantucket,41.2835,-70.0995,29.03,70,0,4.63,US,1690386926
388,acajutla,13.5928,-89.8275,31.59,48,9,0.11,SV,1690387035
389,baiao,-2.7906,-49.6717,35.93,32,4,1.85,BR,1690387036
390,rio grande,-32.035,-52.0986,18.06,90,100,7.37,BR,1690386890
391,olinda,-8.0089,-34.8553,27.85,74,40,6.17,BR,1690387036
392,dickinson,29.4608,-95.0513,33.9,70,40,3.09,US,1690386853
393,bamboo flat,11.7,92.7167,28.05,89,40,1.03,IN,1690387036
394,martapura,-3.4167,114.85,24.05,100,65,1.54,ID,1690387036
395,borovsk,55.2064,36.4861,21.85,83,61,4.46,RU,1690387037
396,nadi,-17.8,177.4167,21.0,88,75,2.06,FJ,1690387037
397,lieksa,63.3167,30.0167,18.59,64,70,2.02,FI,1690387037
398,holualoa,19.6228,-155.9522,23.91,87,75,2.57,US,1690387037
399,pitkyaranta,61.5734,31.4792,17.1,80,95,0.34,RU,1690387037
400,priob'ye,62.5206,65.5964,16.39,92,100,2.59,RU,1690387037
401,cidreira,-30.1811,-50.2056,20.16,81,96,3.2,BR,1690387037
402,lanja,16.85,73.55,23.84,94,100,5.15,IN,1690387038
403,paramaribo,5.8667,-55.1667,33.84,69,15,1.34,SR,1690387038
404,gordonvale,-17.0936,145.7842,21.06,92,87,3.65,AU,1690387038
405,kimbe,-5.5502,150.1429,25.37,82,88,3.89,PG,1690387038
406,tamandare,-8.7597,-35.1047,27.08,62,30,4.1,BR,1690387038
407,chui,-33.6971,-53.4616,14.67,88,99,7.36,UY,1690387039
408,casper,42.8666,-106.3131,28.73,26,0,6.17,US,1690387039
409,ananyiv,47.7201,29.9664,32.05,32,6,11.92,UA,1690387039
410,zion,42.4461,-87.8328,22.16,83,75,5.14,US,1690387039
411,kralendijk,12.15,-68.2667,30.99,70,20,7.2,BQ,1690387040
412,baiyin,36.5583,104.2081,18.82,77,100,2.49,CN,1690387040
413,izberbash,42.5696,47.8645,26.03,79,20,4.11,RU,1690387040
414,bonthe,7.5264,-12.505,26.57,83,95,4.9,SL,1690387040
415,howrah,22.5892,88.3103,28.0,89,20,1.54,IN,1690387040
416,byron bay,-28.65,153.6167,11.51,77,8,2.27,AU,1690387040
417,fada,9.5667,8.3,26.82,71,79,2.2,NG,1690387041
418,polovinnoye,54.7914,65.9864,20.61,68,64,3.15,RU,1690387041
419,sur,22.5667,59.5289,30.2,68,98,6.0,OM,1690387041
420,proletarsk,46.7031,41.7192,30.94,29,0,4.7,RU,1690387041
421,savanna-la-mar,18.219,-78.1332,29.97,53,100,1.19,JM,1690387042
422,okha,53.5739,142.9478,11.84,99,100,3.02,RU,1690387042
423,cockburn town,21.4612,-71.1419,28.72,78,27,8.7,TC,1690387043
424,lubango,-14.9172,13.4925,22.4,27,0,3.1,AO,1690387043
425,manta,-0.95,-80.7333,27.88,73,0,5.81,EC,1690387043
426,shimanovsk,52.0,127.7,19.77,67,1,1.67,RU,1690387043
427,baissa,7.2333,10.6333,28.42,74,98,0.82,NG,1690387043
428,otjimbingwe,-22.35,16.1333,24.68,16,15,5.58,NA,1690387043
429,chibougamau,49.9168,-74.3659,22.79,56,20,6.27,CA,1690387044
430,hengchun,22.0042,120.7439,27.9,89,100,19.03,TW,1690387044
431,kone,-21.0595,164.8658,14.98,73,22,2.49,NC,1690387044
432,kyshtovka,56.555,76.6271,18.28,74,66,2.02,RU,1690387044
433,los yebenes,39.5816,-3.8706,31.82,15,0,1.48,ES,1690387044
434,marau,-28.4492,-52.2,21.97,73,83,4.3,BR,1690386790
435,ternate,0.8,127.4,26.65,80,100,2.9,ID,1690387044
436,nguigmi,14.2495,13.1092,36.38,31,84,2.99,NE,1690387045
437,saint-pierre,-21.3393,55.4781,22.82,83,75,4.63,RE,1690387045
438,abepura,-2.6333,140.5833,24.45,83,20,1.54,ID,1690387045
439,jatai,-17.8814,-51.7144,30.88,25,45,1.91,BR,1690386846
440,raseiniai,55.3736,23.1217,19.8,46,92,4.57,LT,1690387045
441,baruun-urt,46.6806,113.2792,18.43,67,82,3.53,MN,1690387045
442,aioun,16.6614,-9.6149,37.26,34,69,4.67,MR,1690387045
443,dawei,14.0833,98.2,25.15,91,44,0.9,MM,1690387045
444,fukuecho,32.6881,128.8419,27.25,86,86,3.47,JP,1690387046
445,mil'kovo,55.6078,37.7956,25.73,79,46,6.06,RU,1690387046
446,taro,-8.3862,115.28,20.0,91,74,1.21,ID,1690387046
447,thunder bay,48.4001,-89.3168,18.95,94,75,4.63,CA,1690387034
448,tazacorte,28.629,-17.9293,26.19,77,75,5.66,ES,1690387046
449,khanty-mansiysk,61.0042,69.0019,20.06,77,40,3.13,RU,1690387047
450,nova vicosa,-17.8919,-39.3719,24.93,63,26,3.96,BR,1690386815
451,moussoro,13.6408,16.4901,36.19,31,24,6.98,TD,1690387047
452,mount pearl,47.5166,-52.7813,29.14,52,75,6.69,CA,1690387047
453,kananga,-5.8958,22.4178,34.13,17,3,2.96,CD,1690387047
454,sainte-suzanne,-20.9061,55.6089,23.12,89,0,3.09,RE,1690387048
455,borogontsy,62.6683,131.1683,12.8,73,27,1.22,RU,1690387048
456,revelstoke,50.9832,-118.2023,14.01,82,75,0.0,CA,1690387048
457,uige,-7.6087,15.0613,30.02,32,38,3.13,AO,1690387048
458,glendive,47.1053,-104.7125,28.75,32,0,6.17,US,1690387048
459,malakanagiri,18.35,81.9,25.66,94,79,1.82,IN,1690387048
460,ribeira brava,32.65,-17.0667,26.11,70,63,0.24,PT,1690387048
461,sitka,57.0531,-135.33,13.94,94,100,0.0,US,1690387049
462,sretensk,52.2453,117.7093,16.66,97,97,1.26,RU,1690387049
463,whangarei,-35.7317,174.3239,7.08,88,54,1.76,NZ,1690387049
464,wildwood,38.5828,-90.6629,33.02,62,0,7.72,US,1690387049
465,roswell,34.0232,-84.3616,33.1,57,0,2.57,US,1690387049
466,letterkenny,54.95,-7.7333,16.96,98,100,3.88,IE,1690387049
467,ironwood,46.4547,-90.171,22.12,94,100,6.17,US,1690387050
468,faizpur,21.1667,75.85,28.46,80,100,4.65,IN,1690387050
469,kudahuvadhoo,2.6708,72.8944,28.36,77,99,4.34,MV,1690387050
470,meizhou,24.2977,116.1072,26.84,78,3,1.56,CN,1690387050
471,rudsar,37.1376,50.288,25.99,81,59,1.03,IR,1690387051
472,margate,51.3813,1.3862,20.94,54,100,4.02,GB,1690386889
473,ola,59.5833,151.2833,16.19,95,100,2.29,RU,1690387051
474,mahanoro,-19.9,48.8,19.21,84,98,4.87,MG,1690387051
475,macae,-22.3708,-41.7869,25.86,89,100,4.63,BR,1690387051
476,manggar,-2.8833,108.2667,27.39,80,59,4.81,ID,1690387051
477,jincheng,35.5022,112.8328,24.21,76,78,1.48,CN,1690387052
478,barra,-11.0894,-43.1417,30.03,33,17,4.12,BR,1690387052
479,fale old settlement,-9.3852,-171.2468,28.13,75,75,8.32,TK,1690387052
480,nuku'alofa,-21.1333,-175.2,20.19,73,20,2.57,TO,1690387052
481,wenling,28.3669,121.36,25.92,88,89,3.09,CN,1690387052
482,shuangjiang,26.1547,109.7138,23.55,93,95,1.07,CN,1690387052
483,tan-tan,28.438,-11.1032,24.97,60,20,12.86,MA,1690387052
484,gazli,40.1333,63.45,39.04,10,0,3.67,UZ,1690387053
485,gannan,47.9147,123.5031,20.74,82,62,0.44,CN,1690387053
486,erdenet,49.0333,104.0833,14.27,70,21,1.52,MN,1690387053
487,kunming,25.0389,102.7183,21.96,68,40,4.0,CN,1690386971
488,buala,-8.145,159.5921,26.4,85,100,2.09,SB,1690387054
489,hovd,48.0056,91.6419,22.37,36,66,1.33,MN,1690387054
490,gizo,-8.103,156.8419,26.62,86,68,6.76,SB,1690387054
491,cabedelo,-6.9811,-34.8339,29.37,72,11,7.02,BR,1690387054
492,codrington,-38.2667,141.9667,7.47,84,79,4.97,AU,1690387055
493,remire-montjoly,4.9167,-52.2667,30.02,79,75,3.6,GF,1690387055
494,ekibastuz,51.6667,75.3667,27.73,25,98,4.57,KZ,1690387055
495,new london,41.4834,-72.0662,29.92,68,0,4.12,US,1690387055
496,gamay,12.3854,125.2979,26.26,84,100,2.43,PH,1690387056
497,severo-yeniseyskiy,60.3725,93.0408,14.49,93,86,0.48,RU,1690387056
498,beberibe,-4.1797,-38.1306,29.73,55,2,6.71,BR,1690387056
499,cadale,2.7603,46.3222,25.28,78,44,7.77,SO,1690387056
500,douentza,14.9951,-2.9517,39.45,24,53,2.1,ML,1690387056
501,usinsk,65.9939,57.5281,16.59,87,100,4.32,RU,1690387057
502,mostaganem,35.9311,0.0892,28.13,49,0,4.66,DZ,1690387057
503,kerema,-7.9631,145.7785,24.39,89,92,1.47,PG,1690387059
504,roosevelt,33.9668,-103.4505,28.12,25,17,7.0,US,1690387059
505,warmbad,-28.45,18.7333,14.29,37,0,5.8,NA,1690387059
506,ejura,7.3856,-1.3562,28.85,73,78,1.9,GH,1690387059
507,high rock,26.6208,-78.2833,26.01,68,100,7.02,BS,1690387059
508,suntar,62.1444,117.6319,17.94,56,9,3.46,RU,1690387059
509,tevriz,57.509,72.4042,17.78,78,61,1.35,RU,1690387059
510,turtas,58.9417,69.1325,18.44,78,84,2.4,RU,1690387060
511,alesund,62.4723,6.1549,18.84,86,75,4.12,NO,1690386973
512,argo,37.6333,22.7333,35.44,13,6,6.18,GR,1690386938
513,andkhoy,36.9529,65.1238,36.3,8,1,5.07,AF,1690387060
514,marshall,34.3834,-86.3333,32.44,65,0,2.06,US,1690386911
515,tolanaro,-25.0319,46.9987,19.04,68,40,3.09,MG,1690387061
516,odoyev,53.9393,36.6864,23.53,73,39,5.17,RU,1690387061
517,thal,35.4791,72.2439,20.09,97,92,1.29,PK,1690387061
518,natal,-5.795,-35.2094,30.36,61,75,8.23,BR,1690387062
519,huarmey,-10.0681,-78.1522,22.36,71,60,3.72,PE,1690386832
520,vila franca do campo,37.7167,-25.4333,24.23,65,59,0.52,PT,1690386835
521,yangi qal'ah,37.4657,69.6113,34.65,12,13,2.05,AF,1690387062
522,puerto armuelles,8.2833,-82.8667,29.99,70,89,1.34,PA,1690387062
523,mahina,-17.5065,-149.489,23.87,83,40,4.12,PF,1690387062
524,cidade velha,14.9167,-23.6167,32.26,58,75,8.75,CV,1690387062
525,marka,1.7159,44.7717,24.47,83,26,7.41,SO,1690387063
526,cannonvale,-20.2833,148.7,19.66,75,30,9.61,AU,1690387063
527,mstera,56.3789,41.92,25.55,63,86,6.31,RU,1690387063
528,awjilah,29.1081,21.2869,42.98,7,0,6.44,LY,1690387063
529,ghazni,33.5536,68.4269,23.03,49,75,1.64,AF,1690386875
530,sulak,43.2734,47.5146,25.04,73,0,6.54,RU,1690387063
531,oodweyne,9.4092,45.064,26.79,41,30,8.28,SO,1690387063
532,taoudenni,22.6783,-3.9836,47.75,5,0,4.95,ML,1690387063
533,goribidnur,13.6111,77.5167,21.41,88,100,7.17,IN,1690387064
534,leek,53.1625,6.3764,19.99,70,75,5.14,NL,1690387064
535,port macquarie,-31.4333,152.9167,8.27,92,9,2.11,AU,1690387064
536,alamosa,37.4695,-105.87,18.99,45,0,1.54,US,1690387064
537,datong,40.0936,113.2914,19.66,80,94,1.95,CN,1690387064
538,pacific grove,36.6177,-121.9166,15.57,96,100,3.13,US,1690386960
539,saint-joseph,-21.3667,55.6167,22.21,82,33,3.83,RE,1690387065
540,privolzhskiy,51.4,46.0333,26.72,54,1,1.99,RU,1690387065
541,opuwo,-18.0607,13.84,27.57,15,0,0.86,NA,1690387065
542,preobrazheniye,42.9019,133.9064,21.44,92,100,2.32,RU,1690387065
543,vikindu,-7.0067,39.2985,25.8,69,75,6.69,TZ,1690387065
544,pocito,-31.6833,-68.5833,14.56,37,83,1.69,AR,1690387064
545,lamu,-2.2717,40.902,25.12,82,38,6.36,KE,1690387065
546,shadrinsk,56.0852,63.6335,17.66,82,64,1.39,RU,1690387065
547,vorkuta,67.5,64.0,16.56,80,100,4.41,RU,1690387065
548,mar del plata,-38.0023,-57.5575,13.3,72,20,6.17,AR,1690387066
549,kalabo,-14.97,22.6814,25.38,21,73,1.56,ZM,1690387066
550,itaituba,-4.2761,-55.9836,34.09,49,0,2.57,BR,1690386791
551,tofol,5.3248,163.0078,28.29,74,100,4.24,FM,1690387066
552,tomatlan,19.9333,-105.25,31.48,55,82,0.53,MX,1690387066
553,zabol,32.25,67.25,25.76,45,78,3.79,AF,1690387067
554,mumford,5.2618,-0.759,25.22,87,42,5.72,GH,1690387067
555,suva,-18.1416,178.4415,19.71,100,75,1.03,FJ,1690387067
556,matveyev kurgan,47.5645,38.8695,29.35,39,1,1.64,RU,1690387067
557,fomboni,-12.28,43.7425,24.98,76,6,7.62,KM,1690387067
558,brisas de zicatela,15.8369,-97.0419,30.54,56,57,1.59,MX,1690387067
559,salalah,17.0151,54.0924,24.65,93,94,3.61,OM,1690387068
560,barguzin,53.6167,109.6167,16.27,87,100,1.46,RU,1690387068
561,laguna,38.421,-121.4238,28.34,61,0,3.09,US,1690387068
562,fossombrone,43.6908,12.8127,26.05,61,14,3.73,IT,1690387068
563,taulaga,-11.0553,-171.0883,27.59,70,94,7.49,AS,1690387068
564,ocean city,39.2776,-74.5746,30.66,66,0,1.79,US,1690387068
565,okhotsk,59.3833,143.3,13.92,96,77,2.88,RU,1690387068
566,callao,-12.0667,-77.15,22.07,73,100,3.09,PE,1690387068
567,santa elena de uairen,4.6167,-61.1333,25.2,69,66,2.53,VE,1690387069
568,timbuktu,16.7735,-3.0074,40.04,21,55,3.06,ML,1690387069
569,jining,35.405,116.5814,24.31,86,0,3.82,CN,1690387069
570,devonport,-41.1667,146.35,10.29,88,100,2.88,AU,1690387069
571,kolonia,50.9333,6.95,22.81,48,0,5.14,DE,1690387070
572,puerto escondido,15.85,-97.0667,30.88,56,57,1.58,MX,1690387070
573,gwadar,25.1216,62.3254,28.97,85,99,3.36,PK,1690387071
574,buka,40.8108,69.1986,32.62,12,1,2.82,UZ,1690387071
575,new plymouth,-39.0667,174.0833,8.78,65,74,6.64,NZ,1690386907
576,piriapolis,-34.8682,-55.2744,14.09,91,75,10.29,UY,1690387071
577,santa cruz,-17.8,-63.1667,19.03,55,75,6.17,BO,1690387071
578,plymouth,41.8334,-70.8328,30.37,58,0,2.06,US,1690386823
579,luanda,-8.8368,13.2343,24.0,78,40,5.14,AO,1690387058
580,madinat ash shamal,26.1293,51.2009,33.97,74,33,3.04,QA,1690387072
581,sierra grande,-41.606,-65.3557,5.81,44,53,8.15,AR,1690387072
